1.230071,0.349459,-0.076281,-1.119348,0.351815,-0.664877,-0.205725,-0.106043,0.583091,2.113636,1.631163,-2.652677
1.208733,0.353674,-0.091730,-1.119436,0.333574,-0.641144,-0.171715,-0.101272,0.664939,2.206421,1.921805,-2.597804
1.192748,0.366634,-0.107100,-1.126351,0.316152,-0.615638,-0.131646,-0.101067,0.750832,2.296922,2.206897,-2.523645
1.184445,0.383100,-0.119578,-1.139050,0.297283,-0.591560,-0.096124,-0.098088,0.816205,2.367109,2.454064,-2.444048
1.181195,0.399631,-0.125494,-1.151432,0.282211,-0.565490,-0.097574,-0.100250,0.867965,2.429987,2.655561,-2.371114
1.197204,0.429375,-0.152449,-1.192088,0.256355,-0.560030,0.006622,-0.096447,0.959946,2.493198,2.830205,-2.285337
1.197376,0.446089,-0.172646,-1.217031,0.230697,-0.560378,0.067293,-0.083666,1.007445,2.530712,2.975904,-2.196607
1.200983,0.463079,-0.178412,-1.241220,0.203340,-0.568602,0.116848,-0.049497,1.038294,2.558074,3.090301,-2.118599
1.208834,0.479516,-0.201910,-1.276492,0.187600,-0.575606,0.180688,-0.048344,1.079182,2.579575,3.158544,-2.042353
1.209667,0.489753,-0.210034,-1.292955,0.169825,-0.585527,0.207689,-0.032588,1.092622,2.588523,3.207474,-1.983264
1.215845,0.508236,-0.224828,-1.328531,0.151501,-0.602522,0.264206,-0.015778,1.132536,2.611483,3.235461,-1.927971
1.221081,0.525395,-0.252099,-1.367721,0.139324,-0.618555,0.317817,-0.019031,1.177943,2.631406,3.243405,-1.873402
1.219192,0.519171,-0.256524,-1.362250,0.131502,-0.630365,0.323482,-0.002776,1.144071,2.602935,3.235864,-1.841375
1.229888,0.526086,-0.268380,-1.383603,0.123693,-0.656698,0.386209,0.013529,1.149514,2.595164,3.200720,-1.812595
1.224237,0.522827,-0.272658,-1.385269,0.115051,-0.678514,0.422231,0.030516,1.135774,2.577417,3.169289,-1.784489
1.208643,0.516922,-0.266681,-1.380295,0.111224,-0.682529,0.395987,0.033916,1.113026,2.567726,3.143626,-1.768996
1.213501,0.518745,-0.272333,-1.390437,0.109297,-0.691914,0.413660,0.040446,1.107127,2.559040,3.114056,-1.761502
1.209179,0.512109,-0.268166,-1.384338,0.102816,-0.704165,0.430311,0.057923,1.085063,2.541145,3.089703,-1.751262
1.203331,0.509145,-0.277182,-1.391786,0.105678,-0.708580,0.440628,0.045797,1.085144,2.532405,3.053903,-1.742921
1.191665,0.504327,-0.273667,-1.388436,0.103771,-0.702593,0.406205,0.037849,1.073925,2.529411,3.037667,-1.743782
1.188040,0.501881,-0.267913,-1.386618,0.102326,-0.695661,0.375336,0.037763,1.062207,2.527949,3.030504,-1.752247
1.189987,0.507148,-0.268091,-1.397943,0.095581,-0.698021,0.382801,0.046698,1.072125,2.537078,3.030988,-1.754205
1.179580,0.507224,-0.254002,-1.393778,0.084203,-0.696933,0.355298,0.067057,1.066247,2.549565,3.052327,-1.751321
